headline,final_news,additional_info,url
 इण्डिकेटरया समस्या खनेवं सौर्य एयरलाइन्सया जहाज मब्वयेकल,"त्रिभुवन विमानस्थल पाखें विराटनगर ब्वयेंगु नितिं धावनमार्ग थ्यने धुंकुगु सौर्य एयरलाइन्सया जहाजया इण्डिकेटरया समस्या खनेवं लिहाँवंगु दु ।  एसएयू ७२१ उडान नम्बरया जहाज यात्रु बोर्डिङ क्वचायेका धावनमार्ग सःतिक थ्यने धुंकुगु खः । तर, इण्डिकेटरं जहाजय् समस्या क्यनेवं उडान मयासें लिहाँवंगु विमानस्थलका प्रवक्ता टेकनाथ सिटौलां जानकारी ब्यूगु दु ।","नेवा: अनलाइन न्युज | २०७९ फाल्गुण ९, मंगलबार १२:२८:२५  ",https://www.newaonlinenews.com//%E0%A4%87%E0%A4%A3%E0%A5%8D%E0%A4%A1%E0%A4%BF%E0%A4%95%E0%A5%87%E0%A4%9F%E0%A4%B0%E0%A4%AF%E0%A4%BE-%E0%A4%B8%E0%A4%AE%E0%A4%B8%E0%A5%8D%E0%A4%AF%E0%A4%BE-%E0%A4%96%E0%A4%A8%E0%A5%87%E0%A4%B5%E0%A4%82-%E0%A4%B8%E0%A5%8C%E0%A4%B0%E0%A5%8D%E0%A4%AF-%E0%A4%8F%E0%A4%AF%E0%A4%B0%E0%A4%B2%E0%A4%BE%E0%A4%87%E0%A4%A8%E0%A5%8D%E0%A4%B8%E0%A4%AF%E0%A4%BE-%E0%A4%9C%E0%A4%B9%E0%A4%BE%E0%A4%9C-%E0%A4%AE%E0%A4%AC%E0%A5%8D%E0%A4%B5%E0%A4%AF%E0%A5%87%E0%A4%95%E0%A4%B2
किपुली आइतवाःनिसें इटालियन भाषा प्रशिक्षण न्ह्याइगु (भिडियो),"कीर्तिपुर गाईड एसोसिएसन पर्यटन सुचना केन्द्रया ग्वसालय् व किपू नगरपालिकाया ग्वाहालिपाखें न्यालातक इटालियन भाषा प्रशिक्षण ज्याझ्वः न्ह्याइगु जूगु दु । उगु इटालियन भाषा प्रशिक्षणया नितिं थौं शुक्रवाः उलेज्या ज्याझ्वः जूगु दु । किपू नगरपालिकाया उपप्रमुख शुभलक्ष्मी शाक्य सुनिता मूपाहाँ कथं उपस्थित जुयाः उगु ज्याझ्वःया उलेज्या यानादीगु खः । किपू नगरपालिका १० वडा बर्खाहितिइ च्वंगु के एन एस किचेन एण्ड ब्यांक्वेटया हलय् जूगु उगु ज्याझ्वलय् आः वइगु फागुन ७ गते आइतवाःनिसें इटालियन भाषा प्रशिक्षण ज्याझ्वः न्ह्याइगु जानकारी ब्यूगु खः । इटालियन भाषा प्रशिक्षणया नितिं न्यालाया प्याकेज कथं झिंन्यासः तका प्रशिक्षार्थी पुलेमाःगु जानकारी ब्यूगु खःसा आःयात वालय् स्वन्हु व वधुंकाः वालय् खुन्हु इटालियन भाषा प्रशिक्षण बिइगु जानकारी नं थौंया उलेज्या ज्याझ्वलय् ब्यूगु खः । इटालियन भाषा प्रशिक्षण ज्याझ्वः के एन एस किचेन एण्ड ब्यांक्वेटय् हे सुथय् ७ ता ईनिसें ८ः३० ता ईतक न्ह्याइगु जानकारी नं ब्यूगु खः । उलेज्या ज्याझ्वलय् इटालियन भाषा प्रशिक्षण बियादीम्ह विश्वभाषा क्याम्पसया इटालियन भाषा प्रमुख लिसें इटालियन भाषा प्रशिक्षक प्राध्यापक राजा शाक्य उपस्थित जुयादीगु खःसा वय्कलं इटालियन भाषाया विषयस जानकारी बियादीगु खः ।  ज्याझ्वलय् पाहाँ कथं किपूया होटल पर्यटन व्यवसायी नाथमया इन्स्टक्टर हिराज्ञान महर्जन, कीर्तिपुर सामुदायिक होमस्टेया दुजः अशोक भन्सारी, किपू नगरपालिकाया सामाजिक शाखा प्रमुख लिसें किपूया पुलांम्ह गाईड अनुज प्रधान, किपू नगरपालिका ३ वडाया वडाध्यक्ष सुविन्द्र महर्जन, ६ वडाया वडाध्यक्ष थीरमान सिंह बस्नेत पृथ्वी, किपू नगरपालिका १० वडाया वडा दुजः ज्ञानेश्वर महर्जन व १० वडाया हे दुजःलिसें किपू नगरपालिका कार्यपालिकाया दुजः राज्यलक्ष्मी शाक्य श्रेष्ठपिं उपस्थित जुयादीगु खः । कीर्तिपुर गाईड एसोसिएसनया नायः जगतबहादुर महर्जनया सभानायःसुइ न्ह्याःगु उगु इटालियन भाषा प्रशिक्षण उलेज्या ज्याझ्वलय् किपू नगरपालिका सामाजिक शाखाया प्रमुख अनुज प्रधानं थःगु नुगःखँ तसें किपूया पर्यटन ख्यःयात कयाः नुगःखँ तयादीगु खः । अथेहे, किपू नगरपालिका ३ वडाया वडाध्यक्ष सुविन्द्र महर्जनं किपूया पर्यटन व्यवसाय उत्थान यायेगु नितिं इटालियन भाषा प्रशिक्षण सकारात्मक पक्ष जूगु खँ तयादीगु खः । उगु ज्याझ्वलय् किपू नगरपालिका ६ वडाया वडाध्यक्ष थीरमान सिंह बस्नेत पृथ्वीं किपू नगरपालिका दुने आपालं सांस्कृतिक धार्मिक सम्पदा दूगुलिं इटालियन भाषा प्रशिक्षणपाखें पर्यटकपिन्त दुकयाः किपू नगरया पर्यटन व्यवसाययात योगदान जुइगु नुगःखँ तयादीगु खः । किपुली इटालियन भाषा हे छाय् प्रशिक्षण बिइमाःगु धैगु विषयस ग्वसाः खलः कीर्तिपुर गाईड एसोसिएसन पर्यटन सुचना केन्द्र इटालियन पर्यटकपिं नेपालय् जक मखुसे किपुली नं आपालं इटालियनपिं दुहाँ वइगुलि थुकथं इटालियन भाषा प्रशिक्षणयात न्हापांगु प्राथमिकता बियागु जानकारी ब्यूगु दु ।  उलेज्या ज्याझ्वलय् किपूया थीथी पुलांपिं पर्यटक गाईडपिं, कीर्तिपुर गाईड एसोसिएसनया दुजःपिं लिसेलिसें किपू लागाय् होमस्टे व होटल रेष्टुरेन्ट व्यवसायस दुथ्याःपिं व्यक्तित्वपिनिगु उपस्थिति दूगु खःसा ज्याझ्वः कीर्तिपुर गाईड एसोसिएसनया छ्याञ्जे विरेन्द्र शाक्य विविशां न्ह्याकादीगु खः ।   (थन क्लीक यानाः भिडियो स्वयादिसँ)","नेवा: अनलाइन न्युज – ललेन्द्र शाक्य | २०७९ फाल्गुण ५, शुक्रबार १६:४८:३१  ",https://www.newaonlinenews.com//%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A5%81%E0%A4%B2%E0%A5%80-%E0%A4%86%E0%A4%87%E0%A4%A4%E0%A4%B5%E0%A4%BE%E0%A4%83%E0%A4%A8%E0%A4%BF%E0%A4%B8%E0%A5%87%E0%A4%82-%E0%A4%87%E0%A4%9F%E0%A4%BE%E0%A4%B2%E0%A4%BF%E0%A4%AF%E0%A4%A8-%E0%A4%AD%E0%A4%BE%E0%A4%B7%E0%A4%BE-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B6%E0%A4%BF%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%A3-%E0%A4%A8%E0%A5%8D%E0%A4%B9%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%87%E0%A4%97%E0%A5%81-%E0%A4%AD%E0%A4%BF%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A5%8B
मेयर पद पाखें राजीनामा बिइकेत स्वयाच्वंगुः मेयर बालेन ,"येँ महानगरपालिकाया मेयर बालेन शाहं नं थःयात मेयर पद पाखें राजीनामा बिइकेत स्वयाच्वंगु खँ धयादिगु दु । शनिवाः सामाजिक सञ्जाल फेसबुक पाखेृं थःयात राजीनामा बिइत दबाब वयाच्वंगु खँ धाःगु दु । ‘मेयर पद पाखें थौं थःयात राजीनामा बिइकेत स्वयाच्वंगु दु । थ्व देश गुब्ले बने जुइ मखु,’ वयकलं धयादिगु दु ।","नेवा: अनलाइन न्युज – निश्चल | २०७९ फाल्गुण १३, शनिबार १८:११:५८  ",https://www.newaonlinenews.com//%E0%A4%AE%E0%A5%87%E0%A4%AF%E0%A4%B0-%E0%A4%AA%E0%A4%A6-%E0%A4%AA%E0%A4%BE%E0%A4%96%E0%A5%87%E0%A4%82-%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%80%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%BE-%E0%A4%AC%E0%A4%BF%E0%A4%87%E0%A4%95%E0%A5%87%E0%A4%A4-%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%AF%E0%A4%BE%E0%A4%9A%E0%A5%8D%E0%A4%B5%E0%A4%82%E0%A4%97%E0%A5%81%E0%A4%83-%E0%A4%AE%E0%A5%87%E0%A4%AF%E0%A4%B0-%E0%A4%AC%E0%A4%BE%E0%A4%B2%E0%A5%87%E0%A4%A8
"बालेनया तं : गृहपाखें सुरक्षाकःमि कायेमखन, फेसबुकय् स्टाटस च्वल","येँ महानगरपालिकाया मेयर बालेन साह नं थःत मेयर पदं राजीनामा बिइकेत्यंगु धासें शनिवाः सामाजिक संजाल फेसबुकय् छगू स्टाटस च्वःगु दु । साह नं च्वःगु दु, ‘मेयरया पोजिसनं जितः थौं राजीनामा बिइकेत्यंगु दु । थ्व देस गुबलें नं दयेकेफइमखु ।’ मेयर बालेनया सचिवालयया दुजः कुमार बेनया कथं केन्द्रीय सरकारं हे बालेनयात ज्या यायेत ग्वाहालि मयाःसे मेयर पदं राजीनामा बिइकेत बाध्य यायेत्यंगु धाःगु दु । वया कथं बालेनं नीन्हु नीन्यान्हु न्ह्यःनिसें नेपाल सरकारलिसे प्यगू न्यागू खँय् सहकार्य यायेत पलाः न्ह्याकाच्वंगु दु । तर सरकारं छुं नं च्यूताः मतःगु वया धापू दु । मेयर बालेन सचिवालय दुजः कुमार बेनं धाःगु दु, ‘गृह मन्त्रालययाके मेयरया नितिं सुरक्षा माल धकाः माग याःगु खः । उकिया बारे आःतक छुं नं खँ वःगु मदुनि । मेयर साह नं प्रधानमन्त्रीलिसे नापलानाः खँ नं ल्हायेत स्वल । तर छुं नं लिसः मवः ।’ गृह छ्याञ्जेयात धाःबलय् गृहमन्त्रीयात धायेमाःगु व गृहमन्त्रीयात धाःबलय् प्रधानमन्त्रीयात धायेमाःगु धासें ज्या मयाःगु वया धापू दु । वं धाःगु दु, ‘आः प्रधानमन्त्री हे गृहमन्त्री जुयाच्वंगु दु । छुं नं कल व म्यासेजया रेस्पोन्स नं बिइमखु । गृह छ्याञ्जेयात ज्या यायेगु अधिकार हे बिइमज्यू । स्थानीय सरकारं ग्वाहालि फ्वनेगु धयागु केन्द्र सरकारय् खः तर केन्द्र सरकारं हे ग्वाहालि मयायेधुंकाः ला थ्व ज्या यायेमते धकाः राजीनामा ब्यू धायेथें बाध्य याःगु ला खः नि ।’ येँया मेयरथें जाःम्ह मनुखं थःत सुरक्षा माल धाःबलय् मबिइधुंकाः तमं उगु स्टाटस च्वःगु बालेन सचिवालय दुजः कुमार बेनं धाःगु दु । जिल्ला प्रशासन ज्याकुथि येँय् निवेदन बिसें बालेनं पुस २९ गते सुरक्षाकःमि माग याःगु खः । येँया प्रमुख जिल्ला अधिकारी घनश्याम उपाध्यायं निवेदन गृह मन्त्रालयया शान्ति सुरक्षा महाशाखाय् छ्वयागु धाःगु खः । मंसीर १२ गते थापाथलीया सुकुम्बासी बस्ती चिइकेगु झ्वलय् महानगरीय प्रहरीयात आक्रमण याःपिं व बालेनयात स्यायेगु धम्की ब्यूपिं खुम्ह अपराधीपिंविरुद्ध किटानी जाहेरी दर्ता याःगु खः । किटानी जाहेरीइ छम्ह मिसालिसें न्याम्ह मिजंपिं दुथ्याःगु दु । प्रहरीइ किटानी जाहेरी ब्यूसां नं उपिं मनूतय्त मज्वंगु वं धाःगु दु । वं धाःगु दु, ‘सुयागु विरुद्ध किटानी जाहेरी बियागु खः, उपिं हे मनूत आः प्रहरी नापनापं जुयाच्वंगु दु । उपिं मनूतसें छेँय् वयाः स्यायेगु धम्की बियाः थःथितिपिन्त प्रेसर बियाच्वंगु दु । इमित नियन्त्रणय् कायेमाल धकाः धाःसां नं सुनांनं छुं कथंया च्यूताः तयाच्वंगु मदु ।’ मनोहरा आयोजनाय् बाँधेयाःगु बाँध जाहेरी ब्यूपिं हे मनूया पुचलं डोजर चलेयानाः थुनाब्यूगु बालेन सचिवालय दुजः कुमार बेनं धाःगु दु ।","नेवा: अनलाइन न्युज – ललेन्द्र शाक्य | २०७९ फाल्गुण १४, आइतबार १५:३६:४७  ",https://www.newaonlinenews.com//%E0%A4%AC%E0%A4%BE%E0%A4%B2%E0%A5%87%E0%A4%A8%E0%A4%AF%E0%A4%BE-%E0%A4%A4%E0%A4%82-%E0%A4%97%E0%A5%83%E0%A4%B9%E0%A4%AA%E0%A4%BE%E0%A4%96%E0%A5%87%E0%A4%82-%E0%A4%B8%E0%A5%81%E0%A4%B0%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%BE%E0%A4%95%E0%A4%83%E0%A4%AE%E0%A4%BF-%E0%A4%95%E0%A4%BE%E0%A4%AF%E0%A5%87%E0%A4%AE%E0%A4%96%E0%A4%A8-%E0%A4%AB%E0%A5%87%E0%A4%B8%E0%A4%AC%E0%A5%81%E0%A4%95%E0%A4%AF%E0%A5%8D-%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A4%BE%E0%A4%9F%E0%A4%B8-%E0%A4%9A%E0%A5%8D%E0%A4%B5%E0%A4%B2
थौं आइतवाः स्वनिगलय् वा वल : थुगु दँया न्हापांगु वा ,"थौं आइतवाः स्वनिगलयल् थुगु दँया हे न्हापांगु वा वःगु दु । मौसम पूर्वानुमान महाशाखाया कथं थौं आइतवाः न्हिनय् स्वनिगलय् वा वइगु जानकारी ब्यूगु खः । मौसम पूर्वानुमान महाशाखां धाःगु दु, ‘आः हे साँखु लिसेंया क्षेत्रय् वा वयेधुंकूगु दु । सनिलतक स्वनिगःया मेमेगु थासय् नं वा वइगु सम्भावना दु । थ्व स्वनिगलय् थुगु दँया न्हापांगु हिउँदे वा खः ।’ पश्चिमी वायुया लिच्वःया हुनिं थौं आइतवाः देय् न्यंकंया पहाडी क्षेत्रय् मौसम बदली जूगु दु । पोखरा, लमजुङ, गोरखा लिसेंया क्षेत्रय् नं वा वःगु दु । प्रि–मनसुनया ई न्ह्यायेत्यंगुलिं वा लिसें फय् नं वयेफूगु जूगुलिं सजगता छ्यलेत मौसमविदपिन्सं इनाप याःगु दु ।","नेवा: अनलाइन न्युज – ललेन्द्र शाक्य | २०७९ फाल्गुण १४, आइतबार १५:५३:२७  ",https://www.newaonlinenews.com//%E0%A4%A5%E0%A5%8C%E0%A4%82-%E0%A4%86%E0%A4%87%E0%A4%A4%E0%A4%B5%E0%A4%BE%E0%A4%83-%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%A8%E0%A4%BF%E0%A4%97%E0%A4%B2%E0%A4%AF%E0%A5%8D-%E0%A4%B5%E0%A4%BE-%E0%A4%B5%E0%A4%B2-%E0%A4%A5%E0%A5%81%E0%A4%97%E0%A5%81-%E0%A4%A6%E0%A4%81%E0%A4%AF%E0%A4%BE-%E0%A4%A8%E0%A5%8D%E0%A4%B9%E0%A4%BE%E0%A4%AA%E0%A4%BE%E0%A4%82%E0%A4%97%E0%A5%81-%E0%A4%B5%E0%A4%BE
स्वनिगलय् ख्वाउँगु अप्वल,म्हिगः आइतवाः वा वयेधुंकाः स्वनिगलय् थौं सोमवाः सुथय् ख्वाउँगु महसुस जूगु दु । थौं सोमवाः न्यूनतम तापक्रम ७.२ डिग्री सेल्सियस जूगुलिं न्ह्यःया दिंया तुलनाय् ख्वाउँगु महसुस जूगु मौसमविदं धाःगु दु । मौसमविदया कथं आइतवाः व शनिवाः स्वनिगःया न्यूनतम तापक्रम १० डिग्री सेल्सियस जूगु खः । हिउँद सुरु जूगु ताःई लिपा वा वयेधुंकाः बालीनाली बांलाइगु आसं किसानपिन्सं लसता पिज्वयेकूगु दु । तर नेपालय् पूर्वानुमान याःकथं थुगु दँया हिउँद सुख्खा जूगु दु । ,"नेवा: अनलाइन न्युज – ललेन्द्र शाक्य | २०७९ फाल्गुण १५, सोमबार १२:२७:४९  ",https://www.newaonlinenews.com//%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%A8%E0%A4%BF%E0%A4%97%E0%A4%B2%E0%A4%AF%E0%A5%8D-%E0%A4%96%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%89%E0%A4%81%E0%A4%97%E0%A5%81-%E0%A4%85%E0%A4%AA%E0%A5%8D%E0%A4%B5%E0%A4%B2
जनबहाः द्यः जात्रा तःजिक हनेत समारोह समिति नीस्वनीगु,दँय् दसंथें थुगुसी नं येँ देय्या तःधंगु जात्रा जनबहाः द्यः जात्रा तःजिक हनेगु नितिं समारोह समिति नीस्वनीगु जूगु दु ।  सेतो मच्छिन्द्रनाथ रथयात्रा व्यवस्थापन समितिया कजिलिसें जनबहाः द्यःया गुरुजु नीलकाजी शाक्यं जात्रा तःजिक न्यायेकेगु नितिं याकनं हे समारोह समिति नीस्वनेगु जानकारी बियादीगु दु ।  वय्कलं दँय् दसं थथे जात्रा न्यायेकेगु नितिं थीथी संघसंस्था व ल्यायम्हपिनिगु सहभागिता दयेकाः जात्रा न्यायेकाः वयाच्वनागुलिं जात्रा अतिकं हे भव्य व सभ्य कथं न्ह्यानाच्वंगु जानकारी बियादिसें थुगु दँय् नं थुकथं हे अतिकं भव्य कथं जात्रा न्यायेकेगु नितिं थ्वहे वइगु फागुन १९ गते सरोकार पुचःलिसे प्रारम्भिक सहलह ब्याकाः छुं दिं लिपा हे समारोह समिति नीस्वनेगु जानकारी बियादीगु दु ।,"नेवा: अनलाइन न्युज – ललेन्द्र शाक्य | २०७९ फाल्गुण १६, मंगलबार ११:४८:२५  ",https://www.newaonlinenews.com//%E0%A4%9C%E0%A4%A8%E0%A4%AC%E0%A4%B9%E0%A4%BE%E0%A4%83-%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%83-%E0%A4%9C%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE-%E0%A4%A4%E0%A4%83%E0%A4%9C%E0%A4%BF%E0%A4%95-%E0%A4%B9%E0%A4%A8%E0%A5%87%E0%A4%A4-%E0%A4%B8%E0%A4%AE%E0%A4%BE%E0%A4%B0%E0%A5%8B%E0%A4%B9-%E0%A4%B8%E0%A4%AE%E0%A4%BF%E0%A4%A4%E0%A4%BF-%E0%A4%A8%E0%A5%80%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%A8%E0%A5%80%E0%A4%97%E0%A5%81
येँया २७ वडाया असंबहाः पुनःनिर्माण यायेत क्षमापूजा,येँ महानगरपालिका २७ वडाय् लाःगु ऐतिहासिक व पुरातात्विक विहार अशोकचैत्य महाविहार क्वाःपाःद्यः (असंबहाः) पुनःनिर्माणया ज्या न्ह्याकूगु दु ।  २७ वडाया वडाध्यक्ष योगेश खड्गीया मू उपस्थितिइ थौं बिहिवाः क्षमापूजा याःगु दु । असनं महाबौद्ध वनेगु लँपु दथुइ लाःगु थुगु विहार येँ महानगरपालिका २७ वडापाखें पुनःनिर्माण ज्या न्ह्याकूगु खः । ,"नेवा: अनलाइन न्युज – ललेन्द्र शाक्य | २०७९ फाल्गुण १८, बिहिबार १६:२३:४९  ",https://www.newaonlinenews.com//%E0%A4%AF%E0%A5%87%E0%A4%81%E0%A4%AF%E0%A4%BE-%E0%A5%A8%E0%A5%AD-%E0%A4%B5%E0%A4%A1%E0%A4%BE%E0%A4%AF%E0%A4%BE-%E0%A4%85%E0%A4%B8%E0%A4%82%E0%A4%AC%E0%A4%B9%E0%A4%BE%E0%A4%83-%E0%A4%AA%E0%A5%81%E0%A4%A8%E0%A4%83%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%BE%E0%A4%A3-%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A5%87%E0%A4%A4-%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%AE%E0%A4%BE%E0%A4%AA%E0%A5%82%E0%A4%9C%E0%A4%BE
प्रदेशया नामकरणया विरोध पनेत विराटनगरय् निषेधाज्ञा ,"जिल्ला प्रशासन कार्यालय मोरङ विराटनगरया थथिी थासय् निषेधाज्ञा जारी याःगु दु । प्रदेशसभा थौं बुधवाःनां क्वछ्युगु तयारी यायेवं  जिल्ला प्रशासन कार्यालय मोरङ निषेधाज्ञा जारी याःगु खः । प्रदेशया नां कोशी तथेगु नितिं नेकपा एमाले, नेपाली कांग्रेस र नेकपा माओवादी केन्द्र सहमत जुगु दु । दलत भूगोलया आधारय् नां तयेगु सहमत जुइवं पहिचानयापक्षधरं आन्दोलन यायेगु सम्भावना दुगु धासें प्रशासनं निषेधाज्ञा जारी याःगु खः । प्रशासनं प्रदेशसभा भवन न्ह्यःने विराटनगरया देवकोटा चोक निसें कोशी अस्पताल चोक तक जिल्ला प्रशासन कार्यालय जःखः मुख्यमन्त्री व मन्त्रिपरिषद्या कार्यालय व मुख्यमन्त्रीया निवास जःखः हिनय् ३ बजे निसें मेगु सुचं जारी मयातलेया नितिं निषेधित क्षेत्र घोषणा याःगु खः ।","नेवा: अनलाइन न्युज | २०७९ फाल्गुण १७, बुधबार १५:१४:११  ",https://www.newaonlinenews.com//%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A6%E0%A5%87%E0%A4%B6%E0%A4%AF%E0%A4%BE-%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%95%E0%A4%B0%E0%A4%A3%E0%A4%AF%E0%A4%BE-%E0%A4%B5%E0%A4%BF%E0%A4%B0%E0%A5%8B%E0%A4%A7-%E0%A4%AA%E0%A4%A8%E0%A5%87%E0%A4%A4-%E0%A4%B5%E0%A4%BF%E0%A4%B0%E0%A4%BE%E0%A4%9F%E0%A4%A8%E0%A4%97%E0%A4%B0%E0%A4%AF%E0%A5%8D-%E0%A4%A8%E0%A4%BF%E0%A4%B7%E0%A5%87%E0%A4%A7%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%9E%E0%A4%BE
पशुपति क्षेत्रया अतिक्रमित जुगु संरचना चिइकेत २४ घण्टे अल्टिमेटम,येँ महानगरपालिकां पशुपति क्षेत्रया अतिक्रमित जुगु संरचना चिइकेत २४ घण्टे अल्टिमेटम ब्यूगु दु । महानगरपालिकाया टोली पशुपति क्षेत्रय् जुगु अतिक्रमित संरचनाया निरीक्षण लिपा २४ घण्टाया दुने थथे अतिक्रमित संरचना चिइकेत निर्देशन ब्यूगु खः । महानगरका कर्मचारी कथं पशुपति क्षेत्र विकास कोष पाखें छगू रोपनी जग्गा वार्षिक ५० हजार भाडाय् कयाः १० रोपनी जग्गा गौशाला धर्मशाला नामय् सञ्चालन यानाच्वंगु खँ धाःगु दु ।,"नेवा: अनलाइन न्युज | २०७९ फाल्गुण १९, शुक्रबार १०:०२:३१  ",https://www.newaonlinenews.com//%E0%A4%AA%E0%A4%B6%E0%A5%81%E0%A4%AA%E0%A4%A4%E0%A4%BF-%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A5%87%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AF%E0%A4%BE-%E0%A4%85%E0%A4%A4%E0%A4%BF%E0%A4%95%E0%A5%8D%E0%A4%B0%E0%A4%AE%E0%A4%BF%E0%A4%A4-%E0%A4%9C%E0%A5%81%E0%A4%97%E0%A5%81-%E0%A4%B8%E0%A4%82%E0%A4%B0%E0%A4%9A%E0%A4%A8%E0%A4%BE-%E0%A4%9A%E0%A4%BF%E0%A4%87%E0%A4%95%E0%A5%87%E0%A4%A4-%E0%A5%A8%E0%A5%AA-%E0%A4%98%E0%A4%A3%E0%A5%8D%E0%A4%9F%E0%A5%87-%E0%A4%85%E0%A4%B2%E0%A5%8D%E0%A4%9F%E0%A4%BF%E0%A4%AE%E0%A5%87%E0%A4%9F%E0%A4%AE
स्वनिगलय् ६८ गू थासय् ट्राफिक चेकिङ ,"  होली पर्वयात लक्षित यासें ट्राफिक प्रहरी स्वनिगलय् ६८ गू थासय् थौं चेकिङ यानाच्वंगु दु । सार्वजनिक विदा जुगुलिं सडकय् सवारीया चाप न्यून दुसा थासय् थासय् प्रहरी चेकिङ पोइन्ट दयेका जाँच यानाच्वंगु दु । होलीया त्वह तयाः मादकपदार्थ सेवन यानाः सवारी साधन चले याइपिं, क्षमता सिब्ये अप्वः यात्रु तयाः सवारी चले याइपिन्त नियन्त्रण यायेत चेकिङ यायेत यानाःगु खँ स्वनिगः ट्राफिक कार्यालयया एसपी अभिनारायण काफ्ले जानकारी ब्यूगु दु ।","नेवा: अनलाइन न्युज | २०७९ फाल्गुण २२, सोमबार ११:४५:३६  ",https://www.newaonlinenews.com//%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%A8%E0%A4%BF%E0%A4%97%E0%A4%B2%E0%A4%AF%E0%A5%8D-%E0%A5%AC%E0%A5%AE-%E0%A4%97%E0%A5%82-%E0%A4%A5%E0%A4%BE%E0%A4%B8%E0%A4%AF%E0%A5%8D-%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%AB%E0%A4%BF%E0%A4%95-%E0%A4%9A%E0%A5%87%E0%A4%95%E0%A4%BF%E0%A4%99
लँ तब्या यायेगु नामय् डोजर छ्यःगु विरुद्ध माइती मण्डलाय् जनप्रदर्शन याइगु,येँ महानगरपालिका वडा ल्याः ३१ शंखमूलय् लँ तब्या यायेगु नामय् स्थानीय साहेल महर्जनया नीजि जग्गाय् गुगु नं कथंया सुचं मब्यूसे डोजर छ्यलाः स्थानीय जनतादथुइ आतंकित याःगु धासें थुकिया विरुद्ध येँ महानगरपालिकाया मेयर बालेन साहयात सचेत यायेगु नितिं वृहत्त जनप्रदर्शन याइगु जूगु दु । उपत्यकाव्यापी सतक विस्तार पीडित संघर्ष समितिया संयोजनय् माघ २५ गते माइती मण्डलाय् थथे वृहत्त जनप्रदर्शन यायेत्यंगु खः ।  उगु प्रदर्शन न्हिनसिया निता इलय् शान्तिपूर्ण प्रदर्शन कथं यायेत्यंगु खँ संघर्ष समितिं न्ह्यथंगु दु । ,"नेवा: अनलाइन न्युज – ललेन्द्र शाक्य | २०७९ माघ ३, मंगलबार १६:०९:१०  ",https://www.newaonlinenews.com//%E0%A4%B2%E0%A4%81-%E0%A4%A4%E0%A4%AC%E0%A5%8D%E0%A4%AF%E0%A4%BE-%E0%A4%AF%E0%A4%BE%E0%A4%AF%E0%A5%87%E0%A4%97%E0%A5%81-%E0%A4%A8%E0%A4%BE%E0%A4%AE%E0%A4%AF%E0%A5%8D-%E0%A4%A1%E0%A5%8B%E0%A4%9C%E0%A4%B0-%E0%A4%9B%E0%A5%8D%E0%A4%AF%E0%A4%83%E0%A4%97%E0%A5%81-%E0%A4%B5%E0%A4%BF%E0%A4%B0%E0%A5%81%E0%A4%A6%E0%A5%8D%E0%A4%A7-%E0%A4%AE%E0%A4%BE%E0%A4%87%E0%A4%A4%E0%A5%80-%E0%A4%AE%E0%A4%A3%E0%A5%8D%E0%A4%A1%E0%A4%B2%E0%A4%BE%E0%A4%AF%E0%A5%8D-%E0%A4%9C%E0%A4%A8%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A6%E0%A4%B0%E0%A5%8D%E0%A4%B6%E0%A4%A8-%E0%A4%AF%E0%A4%BE%E0%A4%87%E0%A4%97%E0%A5%81
