url,category,date,headline,final_news
https://www.lahananews.com//node/7646,अपराध,"लहानान्युज | कछलाथ्व द्धितीया ११४१,बैसाख ३० बिहीवाः",झापाय् मोटरसाइकल दुर्घटनाय् चालक मन्त,झापाया मेचीनगर नगरपालिका–१० या टीकापुरय् मोटरसाइकल दुर्घटनाय् चालक मन्त। बुधवाः चान्ह्यः पूर्व पश्चिमपखेवनाच्वंगु बा६३प २७९० नं या  मोटरसाइकल थःहे अनियन्त्रित जुया सतक सिथय् दिकातगु भारतीय नम्बरया ट्रक  ठक्कर नया मोटरसाइकल चालक मेचीनगर–१२ या ३० दँ दुम्ह कुजैहाङ लिम्बू मदुगु धका जिल्ला प्रहरी कार्यालयं धागु दु। दुर्घटनां गम्भीर घाइते जूगुलि लिम्बू उपचारया लागि बिर्तामोड बीएण्डसी अस्पतालय् उपचार यायेगु झ्वलय् मखुगु धका प्रहरीं धागु दु।
https://www.lahananews.com//node/7760,अपराध,"लहानान्युज | कछलाथ्व अष्टमी ११४१,जेष्ठ ६ बिहीवाः",अपहरण याना स्यागू द्धपनय् स्वम्हेसित ज्वन,"सिरहाय् स्वदँ न्ह्यः छम्ह मनूयात अपहरण याना स्यागू द्धपनय् फरार जूपि आरोपय् प्रहरीं स्वम्हेसित ज्वंगु दु। बरियारपट्टी गाउँपालिका–४ तेनुवापट्टी च्वम्ह ३९ दँ दुम्ह जयराम साह, उगु थासय् च्वम्ह ३२ दँ दुम्ह हरेराम साह व ४७ दँ दुम्ह शैलेन्द्र साह यात ज्वगू खः। २०७५ वैशाख २९ गते चान्ह्य बरियारपट्टी गाउँपालिका–४ या आधारभूत प्राथमिक विद्यालय तेनुवापट्टी न्ह्यने वडा नम्बर ४ सोहपुरया अनिषकुमार सिंहयात छेँ न अपहरण याना कुटपिट यासे घाइते यागु खः। घाइते जूम्ह सिंहया उपचारया झ्वलय् २०७६ साल जेठ १ मदुगु खः । उगु घटना लिपा फरार जूपि स्वम्हेसित ज्वना मागु कारबाहीया लागि जिल्ला अदालत सिरहाय् पेश यायेगु धका जिल्ला प्रहरी कार्यालय सिरहाया प्रवक्ता शालिग्राम शर्मां धागु दु ।"
https://www.lahananews.com//node/7823,अपराध,"लहानान्युज | कछलाथ्व द्धादशी ११४१,जेष्ठ ९ आईतवाः",यलय् सेनिटाइजर उद्योगय् थौं प्रहरी छापा मारे यात,यलया महालक्ष्मी नगरपालिका–४ या शीतलहाइटय् सञ्चालित छगु सेनिटाइजर उद्योगय् थौं प्रहरी छापा मारे यागु दु। मनू तयेगु स्वास्थ्यय् हानि याइगु रसायन प्रयोग याइगु सेनिटाइजर उत्पादन याइगु पर्सा नेपाल इन्डस्ट्रिज प्रालिइ छापा मारे यासे ललितपुरया सहायक प्रमुख जिल्ला अधिकारी ललितकुमार बस्नेतं जानकारी बिगु दु। वयकःया कथं उद्योगं उत्पादन यागु सेनिटाइजरय् मिथानोल अल्कोहल नांया रसायन यक्को प्रयोग जुगु दु धका धागु दु। प्लस ७५ प्रतिशत नांया सेनिटाइजर उत्पादन याना बजारय् मिया च्वंगुलि उगु उद्योगय् छापा मारे यानागु धका धागु दु। वयकःया कथं उगु उद्योगं उत्पादन यागु सेनिटाइजर मनूत तयेगु  स्वास्थ्यया लागि हानिकारक विषादी मिथानोल अल्कोहल दुगु आशंकां औषधी व्यवस्था विभागया ल्याबय् परीक्षण यागु खः। परीक्षणया झ्वलय् प्रयोग याये मज्यू रिपोर्ट वयेवं छापा मारे यानागु धक धागु खः। सहायक प्रजिअ बस्नेतया कथं उगु कम्पनी गन न दर्ता जुगु मदु धका धागु दु।
https://www.lahananews.com//node/7949,अपराध,"लहानान्युज | कछलागा पंचमी ११४१,जेष्ठ १७ सोमवाः",अय्ला खुगु आरोपय् स्वम्ह प्रहरी निलम्बित,अय्ला खुगु आरोपय् सिराहा प्रहरी स्वम्हेति निलम्बन यागु दु। जिल्ला प्रहरी कार्यालय सिराहां अय्ला खुगु द्धपनय् छम्ह प्रहरी सहायक निरीक्षक (असई) नाप स्वम्हेसित निलम्बन यागु दु। लहान नगरपालिका वडा नम्बर २३ गढिया चोकय्  पूजा होटल नाप एसके मदिरा पसलय् भोड्का रक्सी खुगु आरोपय् उमित ज्वंना निलम्बन यागु धका सिराहा प्रहरीया प्रवक्ता शालिग्राम शर्मा धागु दु। निलम्बन जुपि असई नवलकिशोर ठाकुर व जवानपि अन्नु कुमार राय व नरेश कुमार राय खः। इलाका प्रहरी कार्यालय लहानय् ज्यायाइपि उपि प्रहरी नियमावली २०७१ बमोजिम सोमवाःनिसे लागू जुइ कथं निलम्बन यागु खः । वंगु जेठ ९ गते गस्ती खटे जुपि स्वम्हं उगु पसलय् अय्ला त्वना हो–हल्ला यापि मनू तयेत नियन्त्रणय् कायेत स्वंगु इलय् पसः सञ्चालक बिस्यू वंगु  खः । उगु अवस्थाय् पसलं प्रहरीपिन्स भचा भोड्का अय्ला यकूगु भिडियो सार्वजनिक जुगु खः।
https://www.lahananews.com//node/7956,अपराध,"लहानान्युज | कछलागा पंचमी ११४१,जेष्ठ १७ सोमवाः",जावलाखेल फुटबल क्लबया म्यानेजर अनुप श्रेष्ठयात प्रहरी ज्वन,"जावलाखेल फुटबल क्लबया म्यानेजर अनुप श्रेष्ठ ‘पार्टी ड्रग’ थे जागु थिकेगु  एम्फेटामाइन (आइस) लागू वासः नाप ज्वंगु दु। प्रहरी परिसर, यलया टोलीें श्रेष्ठ नाप स्वम्हेसित जंगु दु। ललितपुर प्रहरी प्रमुख एसएसपी किरण बज्राचार्यया कथं श्रेष्ठया कोठापाखे ५० ग्राम एम्फेटामाइन, तराजु, प्याकिङया लागि तयातःगु प्लास्टिक व ५० हजार रुपैयाँ बरामद यागु खः । उगु कोठां अम्रिता खड्का व परदु गुरुङयात न ज्वंगु दु। श्रेष्ठ स्थानीय टोल सुधार समितिइ न दु। थः न लागू वासः प्रयोगकर्ता जुम्ह वं कासा जुइगु मैदानय् न लागु वासः मिइ धका प्रहरीया दाबी दु।"
https://www.lahananews.com//Three-arrested-for-killing-youth-in-Tokha,अपराध,"लहनान्युज | चौलाथ्व चतुर्थी ११४१, चैत्र ४ बुधवाः",टोखाय् छम्ह ल्याय्म्हयात स्यागु द्धपनय् स्वम्हेसित ज्वन,"टोखाय् छम्ह ल्याय्म्हयात स्यागू द्धपनय् प्रहरीं स्वम्हेसित ज्वःगु दु। भारतीय नागरिक भुपेन्द्रकुमार शाह, रौतहटया शेख अबदुल आलम व मोहम्मद कासिम मञ्सुरीयात ज्वःगु दु। वःगु फागुन २९ गते टोखा नगरपालिका–१, मालुङस्थित सत क सिथय् पँब्बय् मोरङ उर्लाबारीया आशिष लिम्बूया शव लूगु दु। वया लिपा प्रहरी वृत्त, महाराजगञ्ज व येँया प्रहरीे टोलीं अनुसन्धान न्ह्याकूगु दु । वया लिपा लिम्बूयात दाया गःपः तिया स्यागु लूगु धका येँया प्रहरी प्रमुख अशोक सिंह न धाःगु दु । बुधवाः ग्वसाः ग्वःगु पत्रकार सम्मेलनय् प्रहरी वरिष्ठ उपरीक्षक (एसएसपी) सिंह न धाःगु दु।"
https://www.lahananews.com//%E0%A4%95%E0%A5%80%E0%A4%B0%E0%A5%8D%E0%A4%A4%E0%A5%87-%E0%A4%AD%E0%A5%8D%E0%A4%B5%E0%A4%81-%E0%A4%AA%E0%A5%87%E0%A4%B8-%E0%A4%AF%E0%A4%BE%E0%A4%83%E0%A4%97%E0%A5%81-%E0%A4%85%E0%A4%AD%E0%A4%BF%E0%A4%AF%E0%A5%8B%E0%A4%97%E0%A4%AF%E0%A5%8D-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%B9%E0%A4%B0%E0%A5%80%E0%A4%82-%E0%A4%9B%E0%A4%AE%E0%A5%8D%E0%A4%B9-%E0%A4%A0%E0%A5%87%E0%A4%95%E0%A5%87%E0%A4%A6%E0%A4%BE%E0%A4%B0%E0%A4%AF%E0%A4%BE%E0%A4%A4-%E0%A4%9C%E0%A5%8D%E0%A4%B5%E0%A4%A8,अपराध,"लहनान्युज | चौलाथ्व पंचमी ११४१, चैत्र ५ बिहीवाः",कीर्ते भ्वँ पेस याःगु अभियोगय् प्रहरीं छम्ह ठेकेदारयात ज्वन, कीर्ते भ्वँ पेस यासे ठेक्का ल्हातय् काःगु अभियोगय् प्रहरीं छम्ह ठेकेदारादारयात ज्वःगु दु । भ्याली कन्स्ट्रक्सन प्रालिया सञ्चालक तक जुयादीम्ह ४१ दँ दुम्ह रविन्द्र महर्जनात नेपाल प्रहरीको केन्द्रीय अनुसन्धान व्यूरो (सीआईबी) या टोलीं बुधवाः येँ ज्वःगु दु। वयात बौद्ध दर्शन प्रवर्द्धन व गुम्बा समितिया लेटर प्याड कीर्ते याःगुलि प्रहरीं ज्वःगु खः । निर्माण हे सुरु मजुगु बहुतल्ले अस्पताल भवनयात ४३ करोड ३७ लाख ५५ हजार ९ सय रुपैयाँय् निर्माण क्वचाःगु दु धका संस्थायात हस्तान्तरण याःगु धाःसे कम्पनीं प्रमाणित याःगु नक्कली भ्वँ महर्जनं पेस याःगु खः। ज्वःम्ह महर्जनयात लिखत सम्बन्धी कसूरया मुद्दा न्ह्याकेय्गु धका सीआईबी न धाःगु दु ।
https://www.lahananews.com//Young-man-arrested-with-2kg-of-marijuana,अपराध,"लहनान्युज | चौलाथ्व षष्ठी ११४१, चैत्र ६ शुक्रवाः",सर्लाहीइ लागु वासः नाप छम्हेसित प्रहरीं ज्वन,सर्लाही प्रहरीें चेकजाँच यायेगु झ्वलय् बसय् वयाच्वम्ह छम्हेसित लागु वासः गःजि नापं ज्वःगु दु। सिन्धुलीया बरुणपाखे लालबन्दी वयाच्वम्ह यात्रुबाहक बसय् लालबन्दी नगरपालिका–७ य् चेकजाँच यायेगु झ्वलय् उगु बसय् वयाच्वम्ह १९ दँ दुम्ह सुवास मोक्तान निगु किलो २०० ग्राम गाँजा नाप ज्वःगु दु। लालबन्दी नगरपालिका १४ डाइनी खोला छेँ दुम्ह मोक्तान झोलाय् गःजि नाप ज्वःगु खः । वयात नियन्त्रणय् कया अनुसन्धान सुरु याःगु दु धका सर्लाही प्रहरीं धाःगु दु ।
https://www.lahananews.com//One-arrested-with-tiger-skin,अपराध,"लहनान्युज | चिल्ला पुन्हि ११४१, चैत्र १५ आइतवाः",धुँया छ्यःगु नाप छम्हेसित ज्वन,"मोहन्याल गाउँपालिका–७ पितमारी बजारपाखे धुँया छ्यःगु छपाः, खप्पर छगः, बंगरा छगु व ग्वाय नाप दैलेख आठबिस नगरपालिका–३ च्वम्ह ४९ दँ दुम्ह बिनी प्रसाद जैशीायात शनिवाः बहनि प्रहरीं ज्वःगु दु। विशेष सूचंया आधारय् संघीय प्रहरी इकाई कार्यालय धनगढी कैलालीपाखे खटे जूगु प्रहरीं वयात शंकास्पद अवस्थाय् वयाःगु झोला जाँच याःगुलि छ्यगु लगायतया वस्तु पिहा वःगु खः । बरामद सामान नाप वयात आवश्यक अनुसन्धानया लागि ईलाका प्रहरी कार्यालय चिसापानी बुझे याःगु संघीय प्रहरी इकाई कार्यालय धनगढीं धाःगु दु ।"
https://www.lahananews.com//%E0%A4%AE%E0%A4%B9%E0%A5%8B%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A5%80%E0%A4%87-%E0%A4%97%E0%A5%8B%E0%A4%B2%E0%A5%80-%E0%A4%B2%E0%A4%BE%E0%A4%A8%E0%A4%BE-%E0%A4%9B%E0%A4%AE%E0%A5%8D%E0%A4%B9-%E0%A4%98%E0%A4%BE%E0%A4%87%E0%A4%A4%E0%A5%87,अपराध,"लहनान्युज | चिल्लागा चतुर्थी ११४१, चैत्र १८ बिहीवाः",महोत्तरीइ गोली लाना छम्ह घाइते,अज्ञात समूह न गोली क्यकूलि महोत्तरीइ छम्ह घाइते जूगु दु। उगु जिल्लाय् औरही नगरपालिका वडा नम्बर ६ बैरिया अज्ञात समूह न क्यकू गोलीं बर्दिवास नगरपालिका वडा नम्बर १ या ३० दँ दुम्ह रोशन कोइराला घाइते जुगु दु धका प्रहरीं धाःगु दु । जिल्ला प्रहरी प्रमुख एसपी दिनेश आचार्यया कथं कोइरालायात निगः गोली लागु दु । कोइरालायात उपचारया लागि बर्दिवासया जनसेवा अस्पतालय् भर्ना याःगु दु । कोइराला औरहीपाखे वना च्ंवगु इलय् बुधवाः बहनि करिब ७ः३० बजे गोली लागु धका एसपी आचार्य धाःगु दु ।
https://www.lahananews.com//Two-persons-were-released-without-disclosing-the-source,अपराध,"लहनान्युज | पोहेलागा एकादशी ११४१, माघ २५ आइतवाः",स्रोत खुले मजुगु ४९ लाख नाप निम्हेसित ज्वन,"बाराया फेटा गाउँपालिका ५, जोतपुरपाखें स्रोत खुले मजुगु नगद ४९ लाख रुपैयाँ नाप निम्हेसित ज्वःगु दु । ज्वःपि भारतय् छेँय् दुपि २६ दँ दुम्ह अरबिन्द महतो नाप मेम्ह छम्हेसित ज्वःगु खः। प्रहरीं भारतपाखे नेपाल वयाच्वंपि बीआर ०५ वाई ६४१७ नम्बरया मोटरसाइकल जाँच याःगु इलय् उगु रकम लुगु खःसा चालक महतायात मोटरसाइकल नाप ज्वःगु खः।"
https://www.lahananews.com//node/7133,अपराध,"लहनान्युज | चिल्लागा आमैं ११४१,चैत्र ३० सोमवाः",सटर तछ्याना तिसा व ध्यवा खुगु आरोपय् छम्हेसित ज्वन,लुँ पसःया सटर तछ्याना तिसा व ध्यवा खँुगु आरोपय् प्रहरीं येँ छम्हेसित ज्वःगु दु। म्याग्दीया मालिका गाउँपालिका–२ च्वम्ह थौंकन्ह्य येँया तारकेश्वरय् च्वम्ह २८ दँ दुम्ह दिलीप धका धाइम्ह दिलबहादुर पुनयात शनिवाः ज्वःगु दु धका महानगरीय अपराध महाशाखां धाःगु दु । पुनयात २०७६ फागुन १८ गते चान्हय पूर्वी नवलपरासीया गैंडाकोट नगरपालिका–५ कांग्रेस चोकस्थित मोनिका सुनचाँदी पसःया सटर तछ्याना करिब ७० तोला लुँ व न्ह्यगु लाख नगद खुगु आरोपय् ज्वःगु खः । पुनयात माःगु कारबाहीया लागि जिल्ला प्रहरी कार्यालय पूर्वी नवलपरासी छ्वःगु दु ।
https://www.lahananews.com//cash-arassed,अपराध,"लहनान्युज | सिल्लाथ्व त्रयोदशी ११४१, फागुन १३ बिहीवाः",स्रोत खुले मजुगु ध्यव नाप निम्हेसित प्रहरी ज्वन,"स्रोत खुले मजुगु २५ लाख ३५ हजार रुपैयाँ नाप बाराय् प्रहरीं निम्ह भारतीय नागरिकयात ज्वःगु दु। भारत बिहार पूर्वी चम्पारण ग्राम पञ्चायत नरकटिया–७ च्वम्ह ३५ दँया चन्द्र शेखर प्रसाद व ३८ दँ दुम्ह सञ्जय कुमारयात ज्वःगु खः। फागुन १२ गते सुथय् ११ः३० बजे कलैया–मटिअर्वा सडकखण्ड अन्र्तगत कलैया उपमहानगरपालिका– ८ बरेवा त्वालय् चेकजाँच यायेगु झ्वलय् उपि नाप उगु ध्यवा न ज्वःगु धका जिल्ला प्रहरी कार्यालय बाराया प्रहरी निरीक्षक. जानकारी बिःगु खः । बीआर०५के ०७९८ नम्बर मोटरसाइकलया डिक्किइ सुचुका हःगु खः । उपि नाप द्धःछि वःगु १,७७२ पाः, न्यासः वःगु १,५२६ पाः याना २५ लाख ३५ हजार रुपैयाँ बरामद यानागु धका प्रहरीं धाःगु दु । उगु ध्यवाया बारेय्  न्यनेकने याःगु इलय् स्रोत खुलेमजुगुलि निम्हेसित ज्वना नियन्त्रणय् कया माःगु अनुसन्धान सुरु यानागु दु धका जिल्ला प्रहरी कार्यालय बारां थौं बिहीवाः पत्रकार सम्मेलन यासे जानकारी बिःगु दु ।"
https://www.lahananews.com//binay-jang-sawar-crame,अपराध,"लहनान्युज | सिल्लाथ्व त्रयोदशी ११४१, फागुन १३ बिहीवाः",विनयजंगयात साइबर अपराधया मुद्दाय् कारबाही यायेगु तयारी ,"बेवारिसे शव च्याका चर्चाय् वम्ह सपना रोका मगरयात धम्की बिःगु आरोपय् ज्वनातःम्ह विनयजंग बस्नेतविरुद्ध साइबर अपराधया मुद्दाय् कारबाही प्रक्रिया न्ह्यने यकूगु दु । विद्युतीय माध्यमयात छ्यला सपनाया गोप्य किपा तयातःम्ह बस्नेतविरुद्ध विद्युतीय कारोबार ऐन कथं कारबाही प्रक्रिया न्ह्यने यकूगु दु । येँया प्रहरी परिसर, टेकुया छम्ह अनुसन्धान अधिकृतया कथं विनयजंगया मोबाइलय् सपनाया छु गोप्य किपा लूगु दु। अय्न, उगु किपा गय् याना वल धइगु विषय अनुसन्धान जुयाच्वंगु दु। उकिया लागि प्रहरीं विनयया मोबाइल प्रहरी प्रधान कार्यालय, नक्सालय् दुगु डिजिटल फरेन्सिक ल्याबय् छ्वःगु दु । येँया प्रहरी प्रमुख अशोक सिंह न उगु घटनाबारे अनुसन्धान जारी जुया च्वंगु दु धका धाःगु दु । बस्नेतं छु युट्युब च्यालनय अन्तर्वार्ता बिया ‘जिगु मोबाइलय् सपनाया नांगा किपा दु, सार्वजनिक यानाबिइ’ धका धम्की बिया वयाच्वंगु दु । बस्नेत व सपना छम्ह मेम्हेसित अबु व म्ह्याय् धका म्हसिका वयाच्वंगु खः।"
https://www.lahananews.com//crame-fagin-14,अपराध,"लहनान्युज | सिल्लाथ्व चतुर्दशी ११४१, फागुन १४ शुक्रवाः",अवैध वासः नाप छम्हेसित सशस्त्र प्रहरीं ज्वन,सिरहाया भन्सार गेटपाखे अवैध वासः नाप छम्हेसित सशस्त्र प्रहरीं ज्वःगु दु । सशस्त्र प्रहरीं चेकजाँच यायेगु झ्वलय् ५० हजार रुपैयाँ बराबरया अवैध वासः नाप धनुषाया धुनषाधाम नगरपालिका–९ धारापानीइ च्वम्ह ४२ दँ दुम्ह अब्जल मन्सुरयात थौं शुक्रवाः ज्वःगु दु। नेपाल बोर्डरय् पोष्ट मार्डरपाखे खटे जुयाच्वम्ह सशस्त्र प्रहरीया टोलीं प्रदेश २–०२ ०११ प ४६४९ नम्बरया मोटरसाइकलय् भारतपाखे नेपालपाखे वयाच्वम्ह मन्सुरया नाप उगु वासः ज्वःगु खः। सशस्त्र प्रहरीं व छ्यला वःगु मोटरसाइकल तक बरामद याःगु दु ।
https://www.lahananews.com//crame-news-faghun14,अपराध,"लहनान्युज | सिल्लाथ्व चतुर्दशी ११४१, फागुन १४ शुक्रवाः",स्रोत खुलेमजुग ७ लाख नगद नाप निम्ह भारतीय नागरिकयात ज्वन,स्रोत खुले मजुगु ७ लाख नगद नाप वीरगञ्जपाखे निम्ह भारतीय नागरिकपिन्त ज्वःगु दु । ज्वपि भारतया पूर्वी चम्पारण जिल्ला मोतिहारी थाना–२५ च्वम्ह ४० दँ दुम्ह संजयकुमार गुप्ता व ३७ दँ दुम्ह विनोद कुमार खः। भारतया रक्सौलपाखे बीआर ०५ एडी ६८६९ नम्बरया मोटरसाइकल गया वीरगञ्जपाखे वयाच्वपि वीरगञ्ज–१६ य् रजतजयन्ती चोक चेकजाँच यायेगु झ्वलय् उमि नाप स्रोत खुले मजुगु ७ लाख नेपाली नगद बरामद याःगु दु धका पर्सा प्रहरीं धाःगु दु। बरामद नगद नाप निम्हेसित बैंक तथा वित्तीय संस्था सम्बन्धी ऐन २०७३ विपरितया कसुरय् पर्सा जिल्ला अदालतय् शुक्रवाः न्यान्हुया म्याद थपया अनुमति कया अनुसन्धान यानाच्वंगु दु धका पर्साया प्रहरी नायव उपरीक्षकं धाःगु दु।
https://www.lahananews.com//One-arrested-with-illegal-gold-from-Tribhuvan-Airport,अपराध,"लहनान्युज | सिल्लागाः तृतिया ११४१, फागुन १८ मंगलवाः",अबैध लुँ नाप छम्हेसित प्रहरी ज्वन,त्रिभुवन अन्तर्राष्ट्रिय विमानस्थलय् १६० ग्राम अवैध लुँ नाप छम्हेसित ज्वःगु दु। उगु लुँया स्वगू बाला निपा औंगु नाप स्याङ्जा चापाकोट नगरपालिका–६ छेँ दुम्ह ४२ दँ दुम्ह ं नगेन्द्रकुमार रानायात थौं चान्ह्यः ज्वःगु खः। हिमालय एयरलाइन्सया विमानपाखे साउदी अरेबिया रियादपाखे वःगु इलय् रानायात जाँच यायेगु झ्वलय् विमानस्थल पार्किङ एरियाय् प्रहरीं ज्वःगु खः । रानापाखे बरामद सामान नाप वयात माःगु अनुसन्धानया लागि त्रिभुवन अन्तर्राष्ट्रिय विमानस्थल भन्सार कार्यालयय् बुझे याःगु दु धका अन्तर्राष्ट्रिय विमानस्थल सुरक्षा कार्यालयं धाःगु दु।
https://www.lahananews.com//online-crame-faghun-14,अपराध,"लहनान्युज | सिल्लाथ्व चतुर्दशी ११४१, फागुन १४ शुक्रवाः",अनलाइन ठग निम्हेसित प्रहरी ज्वन,चिठ्ठा लात धका ध्यवा जम्मा याके बिया ठगी याइम्ह छम्ह भारतीय नागरिक नाप निम्हेसित प्रहरीं ज्वःगु दु। ज्वपि भारत बिहारया पूर्वी चम्पारण जिल्ला छेँ दुम्ह ४३ दँ दुम्ह राकेश कुमार व पर्साया वीरगञ्ज महानगरपालिका–१० या ३२ दँ दुम्ह रामपुकार प्रसाद यादव खः। थीथी तिथिइ इमो व ह्वाट्स एपपाखे चिठ्ठा लात धका बैंक खाता व इसेवापाखे उमिसं १ लाख ८४ हजार रुपैयाँ जम्मा याके बिःगु खः। उपिपाखे पीडित खुम्हेसिया महानगरीय अपराध महाशाखा येँ बिःगु उजुरीया आधारय् उमित बिहीवाः ज्वनागु धका प्रहरीं धाःगु दु । ज्वपि निम्हेसित माःगु अनुसन्धान जुयाच्वंगु दु धका धाःगु दु ।
https://www.lahananews.com//vagirath-crime,अपराध,"पोहेलागा त्रयोदशी ११४१, माघ २७ मंगलवाः",भागरथी भट्टयात बलात्कार लिपा स्याःगु पुष्टि,"बैतडीया दोगडाकेदार गाउँपालिकास्थित जंगलय् विभत्स अवस्थाय् लूम्ह स्थानीय १७ दँया किशोरी भागरथी भट्टयात बलात्कार लिपा स्याःगु पुष्टि जूगु दु ।  जिल्ला अस्पताल बैतडीं जिल्ला प्रहरी ज्याकूयात सोमबाः ब्यूगु पोष्टमार्टम रिपोर्टय् भागरथीयात बलात्कार लिपा स्याःगु धयातःगु दु ।  बैतडीया प्रहरी प्रमुख प्रहरी नायव उपरीक्षक नारायणप्रसाद अधिकारीं भट्टयात बलात्कार धुंकाः स्याःगु रिपोर्ट वःगु जानकारी बियादिल ।  थ्वयां न्ह्यः, घटनास्थलया प्रकृति स्वयेबलय् नं बलात्कार धुंकाः स्याःगु आशंका याःगु खः । माघ २१ गते ब्वनेकू वंम्ह भागरथी सनिलय्तक्क नं छेँय् लिहां मवयेधुंकाः मालावंबलय् माघ २२ गते छेँ लिक्कया लबलेक जंगलय् विभत्स व पचिनांगां मृत अवस्थाय् लूगु खः । भागरथीया म्हया थीथी अंगय् निलडाम व घाः, योनीं हि बाः वनाच्वंगु खः । बलात्कार धुंकाः स्याःगु पुष्टि जूगुलिसें प्रहरीं अपराधी लुइकेगु ज्यायात तच्वयेकागु धाःगु दु ।  किशोरीया ‘भेजाइनल स्वाब’ परीक्षणया लागिं राष्ट्रिय विधि विज्ञान प्रयोगशालाय् हःगु दु । डिएनए परीक्षणया लागिं स्वाब लिसेंया नमूना मुंकूगु खः ।  थःथितिपिन्सं हत्यारा मलूतल्ले सीम्ह मकायेगु अडान तःगु दु । सुदूरपश्चिम प्रदेश प्रहरी ज्याकूया प्रमुख प्रहरी नायब महानिरीक्षक उत्तमराज सुवेदीया टोली घटनास्थलय् थ्यंकाः अध्ययन यानाच्वंगु दु ।  थ्वयां न्ह्यः, सुदूरपश्चिम प्रदेश प्रहरी ज्याकूया वरिष्ठ उपरीक्षक जनकराज पाण्डे नेतृत्वया अनुसन्धान टोली, केन्द्रीय अनुसन्धान ब्युरोया वरिष्ठ प्रहरी उपरीक्षक पञ्चकुमार बाँखुलिसें प्राविधिक टिम परिचालन जूगु खः । भागरथीयात न्याय बीमाःगु व दोषी लुइकेमाःगु माग लिसें जिल्लास्थित राजनीतिक दल नं छथाय् दंगु दु । घटनाया विरोधय् जिल्लाया थीथी थासय् प्रदर्शन जुयाच्वंगु दु ।"
https://www.lahananews.com//Attempt-to-smuggle-gold-hidden-in-torch-ight-one-arrested,अपराध,"लहनान्युज | सिल्लाथ्व चतुर्थी ११४१, फागुन ३ सोमवाः",टर्च लाइटया दुने लुँ सुचुका हःम्हेसित ज्वन,"लुँ तस्करीविरुद्ध सुरक्षा निकायपिन्स आक्रामक कारबाही याःसा तस्कर तय्सं न्हुगु शैलीइ तस्करी याःगु त्वःतुगु मदु । आइतवाः चान्ह्य टर्च लाइट दुने लुँ सुचुका हःगु ६ सय ग्राम  बरामद याःगु दु । त्रिभुवन अन्तर्राष्ट्रिय विमानस्थलय् एक्स–रेय् चेकजाँच यायेगु झ्वलय् दुबईपाखे वःपिन्स लाइट दुने लुँ सुचुका हःगु धका विमानस्थल भन्सार कार्यालयया प्रमुख शम्भुप्रसाद मरासिनी न धाःगु दु । वयकःया कथं उगु लाइटय् ६ सय ग्राम लुँ सुचुका हःगु धका धाःगु दु । लाइट हःम्ह मनू राजु लामायात प्रहरीयात बुझे याःगु दु धका मरासिनी न धाःगु दु । प्रहरीया कथं थप अनुसन्धान महानगरीय प्रहरी वृत्त, गौशालाय् जुयाच्वंगु दु । वःगु इलय् कामदारयात छ्यला चिधःगु परिमाणय् लुँ येँ हयेगु ज्या जुगु दु । फ्लाई दुबईया विमानपाखे आइतबार चान्ह्य येँ वःम्ह लामायाके बरामद जुगु लुँ भाः ४६ लाख ६५ हजार ६ सय रुपैयाँ तकाया खः । लुँ गुणस्तर जाँच याइगु भन्सार विभागया त्रिपुरेश्वरया प्रयोगशालाय् छ्वःगु दु धका विमानस्थल भन्सार कार्यालयं धाःगु दु ।"
https://www.lahananews.com//Vinay-Jung-Basnet-arrested,अपराध,"लहानान्युज | सिल्लाथ्व पंचमी ११४१, फागुन ४ मंगलवाः",विनयजङ्ग बस्नेतयात ज्वन,येँ बेवारिस शव च्याकिइगु ज्या याना वयाच्वपि विनयजङ्ग बस्नेतयात ज्वःगु दु । बीबीसीं सार्वजनिक याःगु सन् २०२० य् १०० म्ह प्रभावशाली मिसापि धलखय् लाःम्ह सपना रोक्का मगरं थःत अभद्र व्यवहार याःगु धाःसे बस्नेतविरुद्ध आइतवाः येँयां प्रहरी परिसरमा जाहेरी बिःगुु खः। उगु जाहेरीया आधारय् प्रहरीं मंगलवाः वयात येँया गोंगबुपाखे ज्वःगु खः । येँ बेवारिस शव च्याकिम्ह बस्नेत व सपनां छम्ह मेम्हसित अबु व म्ह्याय् कथं म्हसिका वयाच्वंगु खः।
